Author,Title,Content
Jenni Reid,Nissan commits to all-electric vehicle sales in Europe,"Japanese carmarker Nissan
announced Monday that all new models it launches in Europe will be fully electric, as it reaffirmed its aim for solely electric vehicle sales on the continent by 2030.
It said it was “pressing ahead” with the existing target just a week after the U.K. pushed back a ban on the sale of new gasoline and diesel car sales from 2030 to 2035.
“There is no turning back now,” Makoto Uchida, Nissan president and CEO, said in a statement. “We believe it is the right thing to do for our business, our customers and for the planet.”
It says one-third of the more than 1 million EVs it has sold worldwide have been in Europe.
Globally, Nissan plans to launch 27 electric and hybrid vehicles, which includes 19 all-electric models, by 2030. The company was an early pioneer in the EV space but has struggled with competition from Tesla
and China’s BYD.
It also plans to introduce cobalt-free technology to reduce the cost of EV batteries by 65% by fiscal 2028 and launch a vehicle with its own all-solid-state batteries (ASSB) by that year. It claims these will reduce current charging times by two thirds.
Nissan partner Renault
, as well as rivals Ford and Stellantis, have all announced plans to make their European passenger ranges fully electric by 2030.
The U.K.’s pushback of the 2030 sales target was criticised by Ford UK Chair Lisa Brankin, who said it created uncertainty and risked taking focus away from the EV transition.
Nissan confirmed one of its upcoming EVs will be made in its plant in Sunderland in the U.K.
“Sunderland is one of our major plants where we have history, cost competitiveness ... and we would like to further show our electrification strategy here in this country,” Uchida told CNBC’s Arjun Khapal at the Nissan Design Europe studio in London.
Uchida said the automotive industry was “evolving and challenging everywhere in the world.”
In China, he said the company would look to launch cars more quickly and launch new models targeting specific consumers."
Amelia Lucas,McDonald’s to raise royalty fees for new franchised restaurants,"In this article
McDonald’s
franchisees who add new restaurants will soon have to pay higher royalty fees.
The fast-food giant is raising those fees from 4% to 5%, starting Jan. 1. It’s the first time in nearly three decades that McDonald’s is hiking its royalty fees.
The change will not affect existing franchisees who are maintaining their current footprint or who buy a franchised location from another operator. It will also not apply to rebuilt existing locations or restaurants transferred between family members.
However, the higher rate will affect new franchisees, buyers of company-owned restaurants, relocated restaurants and other scenarios that involve the franchisor.
“While we created the industry we now lead, we must continue to redefine what success looks like and position ourselves for long-term success to ensure the value of our brand remains as strong as ever,” McDonald’s U.S. President Joe Erlinger said in a message to U.S. franchisees viewed by CNBC.
McDonald’s will also stop calling the payments “service fees,” and instead use the term “royalty fees,” which most franchisors favor.
“We’re not changing services, but we are trying to change the mindset by getting people to see and understand the power of what you buy into when you buy the McDonald’s brand, the McDonald’s system,” Erlinger told CNBC.
Franchisees run about 95% of McDonald’s roughly 13,400 U.S. restaurants. They pay rent, monthly royalty fees and other charges, such as annual fees toward the company’s mobile app, in order to operate as part of McDonald’s system.
The royalty fee hikes probably won’t affect many franchisees right away. However, backlash will likely come, due to the company’s rocky relationship with its U.S. operators.
McDonald’s and its franchisees have clashed over a number of issues in recent years, including a new assessment system for restaurants and a California bill that will hike wages for fast-food workers by 25% next year.
In the second quarter, McDonald’s franchisees rated their relationship with corporate management at a 1.71 out of 5, in a quarterly survey of several dozen of the chain’s operators conducted by Kalinowski Equity Research. It’s the survey’s highest mark since the fourth quarter of 2021, but still a far cry from the potential high score of 5.
Late Friday, The National Owners Association, an independent advocacy group of more than 1,000 McDonald’s owners, sent out a memo to its membership regarding the news from corporate. The memo, viewed by CNBC, called Friday an “extremely hectic day” as U.S. owners woke up to emails from CFO Ian Borden and U.S. President Erlinger about the decision to increase service fees for new owners and reclassify the name to royalties.
 “Although McDonald’s believes they have the right to make changes to their fee structure, franchise agreement terms and the conditions of engagement, these self-proclaimed rights do not establish that the changes are the right thing to do for the business, the relationship, or the future of our Brand,” the memo said, adding that while system gross sales have increased to start this year, resulting in “record-breaking revenue” for corporate, the benefits are not evident in franchisee cash flow. The memo goes on, adding that franchisee restaurant cash flow has not kept pace with inflation, and that owners are flowing less money today than they were in 2010.
“What’s more, per restaurant EBITDA percent is crashing and will likely hit a 12-year low of around 12.25% in Q4, or certainly in 2024. In spite of the incredible sales growth the restaurants are driving, franchisees are making less money per restaurant today than they did in 2010,” the memo states.
The NOA memo also says the change in terminology from service fees to royalties is “very significant” and will have a key impact on the owners’ “rights to receive the all-important services, support and assistance that McDonald’s is now obligated to provide us,” claiming it removes the company’s duty to provide services. It urges owners to carefully review agreements received from the company and have an experienced attorney review them before executing, and says reinvestment decisions should be reconsidered, as those looking to open new restaurants will not have a “historical return” provided, due to the change.
This is the latest outcry from owner advocates against corporate, as the NOA just last week sent out a communication to its members regarding California’s AB 1228, claiming the legislation would have a “devastating financial impact” on operators in the state.
McDonald’s declined to comment on the NOA’s position on both the service fee change and the California negotiations.
Despite the turmoil, McDonald’s U.S. business is booming. In its most recent quarter, domestic same-store sales grew 10.3%. Promotions such as the Grimace Birthday Meal and strong demand for McDonald’s core menu items, such as Big Macs and McNuggets, fueled sales.
Franchisee cash flows rose year over year as a result, McDonald’s CFO Borden said in late July. The company said average cash flows for U.S. operators have climbed 35% over the last five years."
Michael Wayland,"UAW targets 38 facilities at GM and Stellantis for expanded strikes, skips Ford","In this article
DETROIT — The United Auto Workers is expanding strikes to 38 parts and distribution locations across 20 states, targeting General Motors
and Stellantis
, UAW President Shawn Fain said Friday morning.
The union will not initiate additional strikes at Ford Motor
, as the company has proven it’s “serious about reaching a deal,” Fain said in a Facebook Live comment.
“We still have serious issues to work through, but we do want to recognize that Ford is showing that they’re serious about reaching a deal,” said the outspoken union leader. “At GM and Stellantis, it’s a different story.”
Fain said the union and Ford have made progress on issues including eliminating some wage tiers, reinstating cost-of-living adjustments and an improved profit-sharing formula.
He also said the union won the right to strike over plant closures during the term of the deal as well as an immediate conversion of temporary, or supplemental, workers — those with at least 90 days of employment — upon ratification.
Ford said the company is “working diligently with the UAW to reach a deal,” but “we still have significant gaps to close on the key economic issues.”
“In the end, the issues are interconnected and must work within an overall agreement that supports our mutual success,” Ford said in a statement Friday.
The strikes at the GM and Stellantis parts suppliers will add roughly 5,600 autoworkers, including roughly 3,500 employees at GM, to the UAW’s ongoing strikes at the Detroit automakers.
“Today’s strike escalation by the UAW’s top leadership is unnecessary,” GM said in a statement. “We have now presented five separate economic proposals that are historic, addressing areas that our team members have said matters most: wage increases and job security while allowing GM to succeed and thrive into the future.
“We will continue to bargain in good faith with the union to reach an agreement as quickly as possible,” the automaker said.
Stellantis said in a statement it questions “whether the union’s leadership has ever had an interest in reaching an agreement in a timely manner.”
Roughly 12,700 UAW workers went on strike a week ago at the following locations: GM’s midsize truck and full-size van plant in Wentzville, Missouri; Ford’s Ranger midsize pickup and Bronco SUV plant in Wayne, Michigan; and Stellantis’ Jeep Wrangler and Gladiator plant in Toledo, Ohio.
Parts distribution centers have been a major point of concern during these talks, especially at Stellantis. The automaker has proposed consolidating 10 “Mopar” parts and distribution centers, which are scattered across the country, into larger Amazon-like distribution centers.
GM has agreed to eliminate the wage differences at its parts and components plants, according to Fain. He commended the Detroit automaker for that action but condemned it for resisting further measures that Ford has agreed to with the union.
Targeting the parts and distribution centers is a unique strategy. It does not affect the production and assembly of vehicles but rather the distribution of parts to dealers.
The new work stoppages, if prolonged, could cause significant disruption for dealers, which could in turn delay fixes for customers. Repair wait times have already been problematic due to recent supply chain issues.
“This will impact these two companies repairs operations,” Fain said. “Our message to the consumer is simple: The way to fix the frustrating customer experience is for the companies to end price gouging. Invest these record profits into stable jobs and stable wages and benefits.”
Many, including Wall Street analysts, expected the union to expand work stoppages to full-size truck plants of the Detroit automakers, which are crucial to the profitability of the companies.
The affected facilities for GM include 18 plants in 13 states: Michigan, Ohio, Colorado, Wisconsin, Illinois, Nevada, California, Texas, West Virginia, Mississippi, North Carolina, Tennessee and Pennsylvania.
For Stellantis, the extended strikes affect 20 facilities in 14 states: Michigan, Ohio, Wisconsin, Minnesota, Colorado, Illinois, California, Oregon, Georgia, Virginia, Florida, Texas, New York and Massachusetts.
“This expansion will also take our fight nationwide,” Fain said. “We will keep going, keep organizing and keep expanding the stand-up strike as necessary.”
UAW began targeted strikes after the sides failed to reach tentative agreements by the expiration of the previous contracts at 11:59 p.m. Sept. 14.
The additional plant strikes come despite record contract offers from the automakers, including roughly 20% hourly wage increases, thousands of dollars in bonuses, retention of the union’s platinum health care and other sweetened benefits.
Stellantis said on Friday it had made a “very competitive offer” that would see current full-time hourly employees earning between $80,000 and $96,000 a year by the end of the contract, constituting a 21.4% compounded increase; a long-term solution for an idled factory in Belvidere, Illinois; and, “significant product allocation that allows for workforce stability through the end of the contract.”
“We still have not received a response to that offer,” the company said.
The union has demanded 40% hourly pay increases, a shortened workweek, a shift back to traditional pensions, the elimination of compensation tiers and a restoration of cost-of-living adjustments, among other improvements.
The additional strikes come a day after The Detroit News Thursday night reported leaked messages involving UAW communications director Jonah Furman that raised questions about the union’s motives for the work stoppages.
In the undated private group messages, viewed by CNBC, Furman describes UAW’s strategy and targeted strikes as causing “recurring reputations damage and operational chaos.”
Furman, who did not respond for comment, said if the union “can keep them wounded for months they don’t know what to do.”
Fain did not address the messages on Facebook Live beyond discussing the union’s strategy of “doing things differently” to “win record contracts.”
— CNBC’s Gabriel Cortes and John Rosevear contributed to this report."
Michael Wayland,Automakers question UAW’s strike motives after leaked ‘chaos’ messages,"In this article
DETROIT — Major automakers are calling into question the United Auto Workers’ motives in launching targeted strikes in light of leaked messages by a union director calling to “keep them wounded for months.”
The private group messages on the platform X, formerly known as Twitter, show UAW communications director Jonah Furman discussing the union’s public posturing of issues and targeted strikes as causing “recurring reputations damage and operational chaos” to the automakers.
The messages, which were viewed by CNBC and first reported Thursday by The Detroit News, don’t align with UAW President Shawn Fain’s public statements that the union has been negotiating in good faith and is available “24/7 to bargain a deal.”
“It’s now clear that the UAW leadership has always intended to cause months-long disruption, regardless of the harm it causes to its members and their communities,” General Motors
said in an emailed statement. “The leaked information calls into question who is actually in charge of UAW strategy and shows a callous disregard for the seriousness of what is at stake.”
Executives with the automakers, including GM CEO Mary Barra and Ford Motor
CEO Jim Farley, publicly voiced frustration with the union’s bargaining, or lack thereof, ahead of a union-imposed strike deadline at 11:59 p.m. on Sept. 14.
Ford communications chief Mark Truby said in a statement Friday that the leaked messages are “disappointing, to say the least, given what is at stake for our employees, the companies and this region.”
Chrysler-parent Stellantis
described the messages as “incredibly disturbing” and said they “strongly indicate that the UAW’s approach to these talks is not in the best interest of the workforce.”
“We are disappointed that it appears our employees are being used as pawns in an agenda that is not intended to meet their needs,” Stellantis said in an emailed statement.
Furman, who has been readily available during the negotiations, did not immediately respond to CNBC’s request for comment Friday. Calls to his phone went directly to a full voicemail.
In response to The Detroit News, Furman would not confirm writing the messages but according to the paper, called them “private messages” that “you shouldn’t have.”
Furman, a former staff writer and organizer for Labor Notes, is involved with the union’s messaging, media communications, speech writing and internal communications.
The leaked messages come as Fain on Friday announced additional plants the union plans to strike as part of its “stand-up strikes,” a nod to historic “sit-down” strikes by the UAW in the 1930s.
In one message, Furman describes Fain, who has touted faith and worship in recent messages to union members, as “our folksy gen x class struggle Christian white dude from Indiana who quotes Malcom X.”
The expanded strikes come despite record contract offers from the automakers, including roughly 20% hourly wage increases, thousands of dollars in bonuses, retention of the union’s platinum health care and other sweetened benefits.
The union has demanded 40% hourly pay increases, a shortened workweek, a shift back to traditional pensions, the elimination of compensation tiers and a restoration of cost-of-living adjustments, among other contract improvements.
Each of the automakers said they will continue to collectively bargain with UAW negotiators in an attempt to reach tentative agreements for the 146,000 autoworkers under the contracts."
Lillian Rizzo,Amazon is bringing ads to Prime Video — ad-free tier to cost extra $2.99 a month,"In this article
Ads are coming to Amazon
’s Prime Video.
The company announced Friday that its streaming service — a part of Prime subscriptions that cost $14.99 a month — will now have limited ads in its TV series and movies.
Advertising on Prime Video, known for shows such as “The Boys” and “The Marvelous Mrs. Maisel,” will roll out in the U.S. and other cities in early 2024, with other countries to follow later in the year. If U.S. customers don’t want commercials, they will have to pay an additional $2.99 a month. Live events and sports will continue to feature ads in this tier, the company said in its announcement.
Prime customers will get an email in the weeks leading up to the advertising rollout, which will include the option to sign up for the ad-free tier.
“To continue investing in compelling content and keep increasing that investment over a long period of time, starting in early 2024, Prime Video shows and movies will include limited advertisements,” the company said in a post Friday.
Amazon said it plans to have “meaningfully fewer ads than linear TV and other streaming providers.”
Prime Video will now join rival streaming services, including Netflix
, Warner Bros. Discovery
’s Max and Disney
’s Hulu and Disney+, that are leaning on advertising. The ad-supported options are not only giving consumers a cheaper option as the list of streaming apps grows, but are also bringing in an additional revenue source.
Media companies in particular have been trying a variety of ways to make the streaming business profitable, from advertising to password-sharing crackdowns to cost cutting.
Streaming behemoth Netflix switched gears late last year and began offering a cheaper, ad-supported plan. Netflix was slow to embrace advertising, but as subscriber growth slowed, the company instituted the option in an effort to boost revenue.
The company recently removed its cheapest, ad-free plan in a push to get more sign-ups for its ad option. Company executives have said the economics of its ad plan were higher than the basic plan, and that advertising is incremental to Netflix’s revenue and profit."
Lillian Rizzo,Rupert Murdoch steps down as chairman of Fox and News Corp.,"In this article
Rupert Murdoch is stepping down as chairman of the board of both Fox Corp.
and News Corp.
, the companies said Thursday. The move will be official in November.
Murdoch, 92, will be appointed chairman emeritus of each company. Lachlan Murdoch, one of his sons, will become sole chairman of News Corp. and will continue as Fox Corp.’s executive chair and CEO.
“Our companies are in robust health, as am I,” the elder Murdoch said in a note to employees. “We have every reason to be optimistic about the coming years – I certainly am, and plan to be here to participate in them. But the battle for the freedom of speech and, ultimately, the freedom of thought, has never been more intense.”
Murdoch is stepping away from the boards after a tumultuous year at Fox’s TV network, soon after the company agreed to pay a $787.5 million settlement in the Dominion Voting Systems’ defamation lawsuit over false claims that the company’s machines swayed the 2020 election between President Joe Biden and Donald Trump.
Murdoch’s continued role behind the scenes at Fox News was highlighted in the months leading up the Dominion settlement. In his deposition for the lawsuit, Murdoch said some of the network’s anchors parroted false claims in the months following the election.
Until the settlement, Dominion was calling for Murdoch, his son, and other top Fox talent and executives to take the stand if a trial occurred. At the time, Fox had opposed having the elder Murdoch — as well as other top Fox executives — appearing in person, citing his age. A Delaware judge rejected the argument, and had said Fox wouldn’t have been able to argue hardship given Murdoch’s engagement that was later called off and his publicly discussed travel plans.
Since July 2022, Murdoch had worked from his home in Montana rather than going into Fox or News Corp. offices, according to a securities filing.
Fox News also saw top talent Tucker Carlson exit earlier this year, followed by a dip in ratings for a period before he was replaced.
Murdoch’s departure also comes a year ahead of the upcoming U.S. presidential election. News Corp. owns newspapers The Wall Street Journal and New York Post, among other publications, while Fox is the parent company of right-leaning TV networks Fox News and Fox Business.
The Australian media mogul got his start in the industry nearly 70 years ago in 1954, after taking control of what was called News Ltd., which owned the No. 2 newspaper in Adelaide, Australia. His father was a war correspondent and regional newspaper owner.
From there he built his newspaper empire, stretching to racy tabloids in Britain and later the U.S.
In the 1980s, he entered the television business, and bought oil tycoon Marvin Davis’ 50% stake in Twentieth Century Fox in 1985. He became a U.S. citizen that year in order to meet the requirement for owning TV stations in the country.
In 1996 the Fox News Channel was launched, and has since become a top-rated cable network.
“For my entire professional life, I have been engaged daily with news and ideas, and that will not change,” Murdoch said in his note to employees, adding it was time for him to take on different roles.
Nearly a year ago, Murdoch explored reuniting Fox and News Corp., a move that would have allowed leadership to be consolidated in his media empire, as well as cutting costs. Murdoch had split up News Corp. and Fox in 2013.
The proposal had come as audiences shrink for both print media and cable TV, while readers and viewers increasingly get their news and entertainment from online news, social media and streaming.
However, Murdoch called off the proposed merger in January. Murdoch had withdrawn the proposal for the reunion, saying in a letter to the board that he and his son “determined that a combination is not optimal for the shareholders” of either of the companies at the time.
The Murdoch family trust controls roughly 40% of the voting rights of both companies. The family is said to have amassed a fortune of more than $17 billion as of 2023.
Fox and its broadcast and pay TV networks are left over from the $71.3 billion Twenty-First Century Fox sale to Disney in 2019. The media company has focused on news and sports — primarily for its traditional TV networks — as well as the free, ad-supported streamer Tubi, rather than jumping into the direct-to-consumer subscription streaming business like its peers.
Fox, which saw its stock move up slightly on Thursday, has a market cap of more than $15.5 billion. News Corp. has a market cap of more than $11 billion.
The Murdochs’ time and power in media has been chronicled over the years in books, as well as considered to be loosely portrayed in the HBO series “Succession.” In coming days, Michael Wolff’s “The Fall: The End of Fox News and the Murdoch Dynasty,” will be released and is said to include more revelations about the Murdoch family, U.S. politics and Fox News.
Read Murdoch’s full note to employees:
Dear Colleagues,
I am writing to let you all know that I have decided to transition to the role of Chairman Emeritus at Fox and News. For my entire professional life, I have been engaged daily with news and ideas, and that will not change. But the time is right for me to take on different roles, knowing that we have truly talented teams and a passionate, principled leader in Lachlan who will become sole Chairman of both companies.
Neither excessive pride nor false humility are admirable qualities. But I am truly proud of what we have achieved collectively through the decades, and I owe much to my colleagues, whose contributions to our success have sometimes been unseen outside the company but are deeply appreciated by me. Whether the truck drivers distributing our papers, the cleaners who toil when we have left the office, the assistants who support us or the skilled operators behind the cameras or the computer code, we would be less successful and have less positive impact on society without your day-after-day dedication.
Our companies are in robust health, as am I. Our opportunities far exceed our commercial challenges. We have every reason to be optimistic about the coming years - I certainly am, and plan to be here to participate in them. But the battle for the freedom of speech and, ultimately, the freedom of thought, has never been more intense.
My father firmly believed in freedom, and Lachlan is absolutely committed to the cause. Self-serving bureaucracies are seeking to silence those who would question their provenance and purpose. Elites have open contempt for those who are not members of their rarefied class. Most of the media is in cahoots with those elites, peddling political narratives rather than pursuing the truth.
In my new role, I can guarantee you that I will be involved every day in the contest of ideas. Our companies are communities, and I will be an active member of our community. I will be watching our broadcasts with a critical eye, reading our newspapers and websites and books with much interest, and reaching out to you with thoughts, ideas, and advice. When I visit your countries and companies, you can expect to see me in the office late on a Friday afternoon.
I look forward to seeing you wherever you work and whatever your responsibility. And I urge you to make the most of this great opportunity to improve the world we live in."
Michael Wayland,Where key issues stand as UAW closes in on extended strikes against automakers,"In this article
DETROIT — With a deadline for expanded strikes by the United Auto Workers against the Detroit automakers closing in, the “serious progress” called for by the union seems all too elusive.
The UAW and General Motors
, Ford Motor
and Stellantis
are all holding their ground on demands, and it appears likely the union will strike additional plants at some, if not all, of the automakers at noon Friday — as it’s warned.
While talks are ongoing, there has been little reported movement in proposals since the strikes were initiated on Sept. 15 at assembly plants in Michigan, Ohio and Missouri. Sources familiar with the talks describe a “big” gap in demands and the parties being “far apart.”
Headline economic issues and benefits such as hourly pay, retirement benefits, cost-of-living adjustments, wage progression and work-life balance remain central to the discussions. All issues play into one another and can change based on demand priorities.
Each automaker has its own unique issues, but overall the companies want to avoid fixed costs and what they’ve called “uncompetitive practices” such as traditional pensions. The union, in contrast, is attempting to regain benefits lost during past talks and secure significant increases to pay and other benefits, while retaining platinum health care for members.
In the end, it comes down to money, and how much a deal will cost the companies. Wall Street is currently expecting record costs to come from a settlement, though still below the $6 billion to $8 billion in demands the union would like, according to Wells Fargo.
Here’s a general overview of where the union and companies stand on key issues.
Union leaders have been highly transparent during collective bargaining this year with the automakers. However, they’ve largely been quiet on any potential for compromise around a demand of 40% wage increases over four and a half years.
Media reports indicate the union has adjusted that demand to the mid-30% range. UAW President Shawn Fain last week said the union has not made an offer below 30%.
The automakers have countered with wage increases of around 20% over the length of the contract — what would still be a record — to a top wage of more than $39 per hour for a majority of workers.
Sources familiar with the talks say if the companies do increase hourly wages beyond that 20% level, they’re likely to lower other benefits or reduce jobs in the future to try to make up the difference.
A Ford source said the company’s current proposals would offer entry-level employees starting salaries of about $60,000, potentially increasing to $100,000 or more during the life of the deal. That includes base pay, expected overtime, profit-sharing and other cash bonuses.
Under GM’s latest proposal, President Mark Reuss said about 85% of current represented employees would earn a base wage of about $82,000 a year. That’s compared with the average median household income of $51,821 in nine areas where GM has major assembly plants, he said.
Wage tiers — putting autoworkers into distinct pay ranges or classifications — is a tricky, moving target.
The companies and union have defined tiers differently during past negotiations as well as during the talks this year. Tiers can signify the following scenarios: workers doing the same job for different pay and benefits; similar but different job responsibilities; or differences between workers at assembly and components plants, depending on the talks.
The UAW has called broadly for “equal pay for equal work.” It’s a cornerstone of the group’s platform, while automakers have historically argued for pay to be based on seniority, job classification and responsibilities.
So-called tiers were established in 2007 as a concession by the union to allow lower wages and benefits for workers hired after the contracts were ratified that year — what became known as a second tier. The starting pay of these workers was roughly half that of the incumbent workers, and they would not be eligible for the same active health-care benefits, pensions or retiree health-care coverage.
The union has won some similar benefits back for newer workers compared to veteran, or “legacy” ones, but there remains different classifications of workers and pay tiers that amount to “in-progression” wages, in which a worker earns more the longer they’re employed.
For this year, the automakers have largely proposed cutting an existing eight-year pay progression in half and eliminating some pay discrepancies between workers who do similar jobs such as parts and components.
The union would like to eliminate the in-progression pay structure entirely and have workers across the contract earning the same wage (after a 90-day adjustment period) including temporary, or supplemental, workers.
One source familiar with the talks said there’s a “philosophical difference” between the sides. Ford, which utilizes the fewest temporary workers, has agreed to move all current temps with 90 days of work to full-time employees.
The UAW suspended cost-of-living adjustments in 2009, as the companies attempted to cut costs. COLA helps employees maintain the value of their compensation against inflation.
The union now wants to reinstate COLA, especially following a period of decades-high inflation. But the automakers, in general, have proposed either lump-sum payments or suggested utilizing calculations based on inflation levels that the union argues wouldn’t be sufficient to offset increased costs.
Automakers have further argued that profit-sharing payments that have traditionally been based on North American profits of the companies have assisted in offsetting inflation.
The companies are attempting to change or lower profit-sharing payments to offset other increased costs, while the union would like an enhanced formula.
The UAW previously outlined a calculation of providing $2 for every $1 million spent on share buybacks and increases to normal dividends.
The union has proposed better work-life balance, including a potential 32-hour workweek for the pay of 40 hours. It has argued that salaried workers are allowed remote or hybrid work, giving them more time at home with their families.
A shorter workweek has been a non-starter for the automakers, which have countered with additional vacation time, added holiday pay such as for Juneteenth and two-week paternal leave, in some cases.
For the UAW, product commitments equal jobs, meaning more members for the union.
UAW leaders are specifically concerned with vehicle production commitments at Stellantis, which has proposed closing, selling or consolidating 18 facilities. The locations included its North American headquarters, 10 parts and distribution centers and three manufacturing components facilities (two of which have already been fully or partially decommissioned).
A source familiar with the talks said GM has committed product to all of its facilities, following three closures four years ago.
The UAW has demanded a “significant” increase in pay for retired workers. The union last week said the companies had rejected all such increases. However, GM CEO Mary Barra said the automaker included in its offer a lump-sum cash payment of $500 for retirees.
A Ford source said the company’s current offer includes a health-care retirement bonus program with lump sums of either $50,000 or $35,000, upon retirement, based on seniority, for newer workers.
Automakers also have pushed back on returning to traditional pensions in lieu of 401(k) plans.
A proposal last week by Ford included a 6.4% contribution from the company and $1 per hour for every hour worked, with a previous cap removed, according to a company source.
GM also offered an unconditional 6.4% company 401(k) contribution for employees who are not eligible for pensions."
Drew Richardson,Saudi crown prince says he will keep ‘sportswashing’ as criticism grows,"Saudi Crown Prince Mohammed bin Salman embraced accusations of “sportswashing” to rehabilitate the country’s image, as the kingdom beefs up its spending and influence in the major international sports of golf and soccer.
“Well, if sportswashing is going to increase my GDP by way of 1%, I will continue doing sportswashing,” he said during an interview with Fox News that aired Wednesday night.
“I don’t care ... I’m aiming for another one and a half percent. Call it whatever you want, we’re going to get that one and a half percent,” the crown prince said.
Critics have long said that Saudi Arabia’s government is using sports investments to gain political influence around the world, as well as to mend the kingdom’s tarnished reputation from human rights abuses like the killing of Washington Post journalist Jamal Khashoggi. The practice has been dubbed sportswashing.
The kingdom has ramped up investments in sports in recent years, taking stakes in Saudi soccer clubs and recruiting top players like Cristiano Ronaldo and Neymar from Europe to Saudi Arabia with deals reportedly as high as $175 million. It also lured pro golfers like Dustin Johnson and Bryson DeChambeau away from the PGA Tour to its rival LIV Golf with massive paydays — before the organizations ultimately agreed to merge.
The Saudi Public Investment Fund (PIF), an entity controlled by Crown Prince Mohammed, has backed Saudi soccer clubs and LIV Golf. PIF has a range of investments in areas from electronic vehicles to entertainment. The fund is worth over $700 billion, up from $528 billion in 2021, Reuters reported earlier Thursday.
The LIV Golf merger with the PGA Tour has faced widespread scrutiny. Critics say the deal, announced in June, is in part an attempt to rehabilitate Saudi Arabia’s image.
The deal could also pose a threat to national security, lawmakers have said. U.S. officials have found that Saudi Arabia has ties to the 9/11 attacks, though the Saudi government has denied involvement. Fifteen of the 19 hijackers were Saudi nationals, and the late al-Qaeda leader Osama bin Laden was born in the country.
Key U.S. lawmakers have criticized the pending golf merger as an attempt by the kingdom to distract from its human rights record.
Saudi Arabia is “a regime that has killed journalists, jailed and tortured dissidents, fostered the war in Yemen, and supported other terrorist activities, including 9/11. It’s called sportswashing,” Senate Homeland Security and Governmental Affairs Investigations Subcommittee chair Sen. Richard Blumenthal, D-Conn., said during a panel hearing in July examining the deal.
PGA Tour officials Jimmy Dunne and Ron Price said during that hearing that the golf organization faced an existential threat from LIV before the proposed merger. Prior to the deal, LIV Golf sued the PGA Tour for alleged anticompetitive practices, which prompted the PGA Tour to countersue, saying LIV Golf was stifling competition.
“We are in a situation where we faced a real threat ... you could go elsewhere for $1 billion, $3 billion, maybe $50 billion,” Price said at the time. “We could do it, but if we went down that path, we would end up giving up total control.”
Earlier this month, the Senate subcommittee held a second hearing on the LIV Golf and PGA Tour merger, where one witness said the agreement was not about business.
“At its core, then, this is not a business deal,” said Benjamin Freeman, director of the Democratizing Foreign Policy Program at the Quincy Institute for Responsible Statecraft. “This is an influence operation. It’s meant to shape U.S. public opinion and U.S. foreign policy.”
— CNBC’s Lillian Rizzo and Chelsey Cox contributed to this report"
Drew Richardson,WWE’s ‘SmackDown’ to return to NBCUniversal’s USA Network in 2024,"In this article
WWE’s “Friday Night SmackDown” will return to USA Network in October 2024 as part of a five-year domestic media rights partnership between TKO Group Holdings and NBCUniversal
, WWE said Thursday.
Shares of TKO dropped more than 14% following the announcement.
The deal comes out to an average of $287 million per year, a total value of over $1.4 billion, people familiar with the matter told CNBC. WWE does not expect to reach a rights agreement for its flagship show “Raw” until next year.
“SmackDown” has been on Fox since October 2019, with a rights agreement for $205 million per year in a five-year deal. The new agreement is roughly a 40% increase. “SmackDown” last appeared on USA Network from 2016 to 2019.
WWE is a component of TKO Group Holdings, which was created after a merger between WWE and Endeavor
’s UFC. TKO began trading on the NYSE last week.
WWE will also produce four prime-time specials per year to air on NBC beginning in the 2024-2025 season.
“It’s a privilege and thrill to continue NBCU’s decades-long partnership with WWE which has helped cement USA Network’s consistent position as the top-rated cable entertainment network in live viewership,” said Frances Berwick, chairman of NBCUniversal Entertainment. “With Friday nights on USA, primetime specials on NBC, and the WWE hub on Peacock, we’ll continue to use the power of our portfolio to super-serve this passionate fanbase.”
Disclosure: NBCUniversal is the parent company of CNBC."
Diana Olick,"Home sales stick near recent lows in August, but prices continue to climb","Sales of previously owned homes fell 0.7% in August from July to a seasonally adjusted, annualized rate of 4.04 million units, according to the National Association of Realtors. Sales were down 15.3% from August of last year.
This read is based on closings for contracts likely signed in June and July, when the average rate on the popular 30-year fixed mortgage was in the high 6% range. It moved over 7% toward the end of July and stayed there, hitting affordability hard.
“Home sales have been stable for several months, neither rising nor falling in any meaningful way,” said Lawrence Yun, chief economist at the NAR, in a release. “Mortgage rate changes will have a big impact over the short run, while job gains will have a steady, positive impact over the long run.”
It is not, however, just higher rates hitting potential buyers. They are also not finding much on the market. There were just 1.1 million units for sale at the end of August, down 0.9% for the month and down just more than 14% year over year. Inventory is now at a 3.3-month supply. A six-month supply is considered balanced between buyer and seller.
Tight supply has turned prices decidedly higher again. The median price of a home sold in August was $407,100, up 3.9% from a year ago and the highest reported price for the month of August.
Yun said supply needs to double to moderate these price gains.
“Homeowners are in fine shape. It’s Realtors and mortgage brokers that are challenged, and renters are frustrated,” said Yun.
Sales continue to be weakest on the lower end of the market, where there is the least supply. While sales were down across all price points, they were nearly flat for homes priced above $1 million, and in that range they were actually higher in both the South and the Midwest.
“Already, rising homebuying costs and falling rents have tipped the monthly rent vs. buy tradeoff in favor of renting in the overwhelming majority of the 50 largest metropolitan areas,” said Danielle Hale, chief economist at Realtor.com, in a release. “This is true not only in tech hubs like Austin and San Francisco, but also affordable markets like Columbus, Ohio.” "
