Author,Title,Content
Sarah Whitten,Hollywood stuck in a rut after talks break down between actors’ union and studios,"Forget about a Hollywood ending for actors and studios — for now.
After just under two weeks, negotiations between the Screen Actors Guild-American Federation of Television and Radio Artists and the Alliance of Motion Picture and Television Producers broke down Wednesday night.
It appears that wages and artificial intelligence protections remain sticking points between actors and studios.
The AMPTP claims that SAG-AFTRA’s offer would cost more than $800 million per year, a sum that studios said would “create an untenable economic burden.” SAG-AFTRA’s negotiating team countered on Thursday, accusing studios of using bully tactics to misrepresent the cost of the actor’s proposal, overstating the price by 60%.The two parties have also clashed on what guardrails should and should not be attached to the use of AI.
With the dissolution of talks, the strike will rage on, disrupting marketing campaigns and preventing production from commencing on a significant portion of Hollywood’s film and television projects.
While some talk shows, like those of late-night heavyweights Jimmy Fallon, Jimmy Kimmel, Seth Meyers, Stephen Colbert and John Oliver, returned following the WGA deal, most scripted programs remain dark. Some independent productions have managed to continue by agreeing to SAG-AFTRA’s interim agreement.
If negotiations do not continue or become resolved soon, more theatrical film release dates will be delayed, disrupting the box office, and television releases will be pushed.
Hollywood and industry observers had hoped negotiations would move quickly in the wake of the Writers Guild of America’s deal with the AMPTP last month. Writers officially ratified the new contract earlier this week.
But Wednesday’s bad turn dashed those hopes.
“After meaningful conversations, it is clear that the gap between the AMPTP and SAG-AFTRA is too great, and conversations are no longer moving us in a productive direction,” the AMPTP said in a statement Wednesday.
Meanwhile, SAG-AFTRA’s negotiators claim that the proposal from AMPTP was “shockingly, worth less than they proposed before the strike began.”
“These companies refuse to protect performers from being replaced by AI, they refuse to increase your wages to keep up with inflation, and they refuse to share a tiny portion of the immense revenue your work generates for them,” SAG-AFTRA negotiators wrote in a letter to striking actors.
The AMPTP said common issues, like general wage increases, SVOD residuals and viewership bonuses, were the same terms ratified by the Directors Guild of America and the WGA.
The WGA secured pay increases in each of the next three years, artificial intelligence restrictions and a new residual system for streaming based on viewership. The guild also negotiated higher contribution rates to health benefits and pensions, as well as a guaranteed number of writers in writers’ rooms for television shows.
SAG-AFTRA is looking to improve wages, working conditions and health and pension benefits, as well as establish guardrails for the use of AI in future television and film productions. Additionally, the union is seeking more transparency from streaming services about viewership so that residual payments can be made equitable to linear TV. The guild is also looking to standardize the self-tape process.
Disclosure: Comcast is the parent company of NBCUniversal and CNBC. NBCUniversal is a member of the AMPTP."
Michael Sheetz,Maersk to add SpaceX’s Starlink internet to more than 330 ships by next year,"Danish logistics giant Maersk is adding SpaceX’s Starlink to more than 330 container ships, the companies announced Thursday.
Maersk said the installation of the Starlink internet service is expected to be complete by the first quarter of next year, with the satellite network set to provide internet speeds of over 200 Megabits per second.
“The highspeed connectivity will enable our seagoing colleagues to stay connected with their loved ones while at sea. It will also propel the expansion of seamless cloud solutions, enabling our vision to digitalise our vessel operations,” Maersk’s Head of Fleet Management and Technology Leonardo Sonzio said in a statement.
Sign up here to receive weekly editions of CNBC’s Investing in Space newsletter.
Starlink is the global communications network that Elon Musk’s company has been building, with more than 5,000 satellites launched and counting.
The company initially targeted consumer customers, and now says Starlink has upward of two million subscribers. It has expanded into other markets — including national security, enterprise, mobility, maritime and aviation — and disrupted the existing satellite communications sector.
Maersk said its deal with SpaceX came after a successful pilot phase with more than 30 of the company’s ships, during which crew members gave “very positive feedback” about the service."
Annika Kim Constantino,Incoming Walgreens CEO doesn’t mention walkouts as he praises pharmacy staff,"In this article
Incoming Walgreens CEO Tim Wentworth on Thursday briefly praised the company’s pharmacy staff, but made no mention of the three-day protest walkouts they held this week over poor working conditions.
The walkouts reflect rising dissatisfaction among pharmacy employees, who have complained for years about having to grapple with understaffing and burdensome work expectations imposed by corporate management. The Covid-19 pandemic worsened those issues, with new duties such as testing and vaccinations stretching employees even thinner. 
The growing labor pressure is just one of several challenges Wentworth will have to face when he steps into the chief executive role on Oct. 23.
He will also have to grapple with a profit squeeze due to falling demand for Covid products and Walgreens’ rocky transition from being a major drugstore chain to a large health-care company. 
Wentworth, during the company’s earnings call Thursday, shared a story about how an employee at a store in Rochester, New York, “professionally and cheerfully” helped deliver a critical medication prescription for his mother. 
“It was the kind of experience I appreciate and everyone deserves,” Wentworth said in his first remarks as incoming CEO since Walgreens announced his appointment on Tuesday. 
He said committed pharmacists and other team members can collectively “improve the lives of each person who walks through our door in my mom’s hometown Walgreens in Rochester, and in every store we operate.” 
The experiences he has had with employees made his decision to join Walgreens “frankly, an easy one,” Wentworth added.
His remarks partly echoed a statement the company issued earlier this week in response to the walkouts. 
A Walgreens spokesperson touted the company’s pharmacy teams in the statement, noting that they work “tirelessly to serve our communities.”
But the spokesperson also acknowledged that the “last few years have required an unprecedented effort from our team members.” 
Walgreens is engaged and listening to the concerns of pharmacists and pharmacy technicians, the spokesperson said.
But it’s unclear whether management has made any changes in response to any of those employees’ demands, which include more staff, payroll transparency, advance notice of staff and schedule changes and mandatory training for new hires, among other items. 
In addition to filling and verifying prescriptions, pharmacy employees often have to juggle patient phone calls, administer a growing number of vaccines this fall, work with insurance companies on issues such as copays and reimbursements, perform rapid Covid and flu testing and deal with angry customers who are seeing longer wait times due to understaffing."
Michael Sheetz,"Viasat won’t replace damaged Americas satellite, moves up financial targets","In this article
Viasat
shares rose Thursday after the company said it expects to meet financial growth targets earlier than expected and that it won’t need to replace a damaged $750 million communications satellite.
While Viasat’s investigation into the root cause of the ViaSat-3 Americas satellite malfunction is still ongoing, the company said its current and imminent satellite fleet, as well as support from third parties, “will meet the current and future needs” of its key mobility market customers despite the lost bandwidth.
The company “is well-positioned to achieve its financial growth objectives” despite the problem. Viasat expects to be free cash flow positive in the first half of 2025, earlier than the second half of 2025 it previously forecast.
Viasat stock rose 7.5% in trading to close at $16.80 a share.
Sign up here to receive weekly editions of CNBC’s Investing in Space newsletter.
The company in July disclosed the malfunction with the recently launched ViaSat-3 Americas satellite, also known as ViaSat-3 F1, that occurred while deploying the reflector of the spacecraft’s antenna. On Thursday, Viasat said it “expects to recover less than 10% of the planned” communications capability of the satellite.
The company also expects to finalize a $420 million insurance claim on the ViaSat-3 Americas satellite before the end of the year, representing just over half the company’s value.
Separately, Viasat on Thursday confirmed it plans to make a $348 million insurance claim before the end of the year for the I6 F2 backup satellite. The company in August reported that I6 F2′s power system malfunctioned.
Together, the pair of Viasat insurance claims total $768 million, which industry executives previously expected would roil the specialty space insurance market."
Drew Richardson,AMC CEO identified as victim of an online blackmail attempt last year,"In this article
AMC
CEO Adam Aron confirmed Thursday he was the victim of a blackmail attempt by a New York woman last year.
The case had been previously publicized, identifying the victim in legal documents only as a CEO of a publicly traded company. News outlet Semafor reported Thursday that Aron was the unnamed CEO, which he later confirmed in a post on X, formerly known as Twitter.
“Unfortunately, last year I became the victim of an elaborate criminal extortion by a third party who was unknown to me related to false allegations about my personal life,” Aron said.
“Rather than give in to blackmail, I personally engaged counsel and other professional advisors and reported the matter to law enforcement,” he said. “I did so knowing I risked personal embarrassment. But with my access to resources, if I did not stand up against blackmail, who could?”
The New York woman behind the blackmail attempt, Sakoya Blackwood, pretended to be a former romantic partner of Aron using an anonymous online account beginning in March 2022. She then attempted to extort Aron of $300,000, threatening to expose Aron’s online behavior to the AMC board.
Blackwood was charged in a Manhattan federal court for her extortion attempts and was sentenced in July to time already served in jail.
Aron said Thursday he was asked by law enforcement to keep the matter confidential during the investigation and legal proceedings, and that he informed AMC’s board after Blackwood’s sentencing.
“This indeed was entirely a personal matter, and the matter is closed,” Aron said."
Leslie Josephs,Delta Air Lines profit jumps almost 60% after strong summer,"In this article
Delta Air Lines’
profit rose nearly 60% in the third quarter as strong travel demand continued through the summer, particularly for international trips, though the carrier forecast full-year earnings toward the low end of an earlier estimate after a jump in fuel prices.
In its quarterly report Thursday, Delta said it expects adjusted, full-year earnings of $6 to $6.25 a share, after forecasting $6 to $7 a share in July. Delta cut its free cash flow estimate for the year to $2 billion from the $3 billion it forecast in the summer.
Delta said that it expects solid travel demand in the last three months of the year, estimating revenue will rise 9% to 12% from the same quarter of 2022, with per-share earnings of $1.05 to $1.30, in line with estimates.
“We expect many of the same trends to continue in the fourth quarter,” CEO Ed Bastian said in a CNBC interview.
Delta and other airlines trimmed their third-quarter forecasts in recent weeks because of a surge in fuel prices.
“Obviously there’s some short-term pressure on fuel as fuel rose quickly in the third quarter and stayed relatively high into the fourth quarter,” Bastian noted.
Here’s how Delta performed in the three months ended Sept. 30 compared with Wall Street expectations based on consensus estimates from LSEG, formerly known as Refinitiv:
Delta brought in adjusted revenue of nearly $14.6 billion for the period, up 13% year over year and in line with analysts’ expectations.
Net income for the period was $1.11 billion, or $1.72 per share, up 59% from $695 million, or $1.08 per share, during the same period a year earlier. Adjusted for third-party refinery sales and other items, the company earned $2.03 during the quarter.
Delta and other global airlines have cited particularly strong demand for trips abroad, with trans-Atlantic travel a standout. The Atlanta-based carrier reported revenue for those flights was up 34% in the third quarter compared with last year.
Delta’s planes flew 88% full in the quarter, up 1 percentage point from the year-earlier period, despite additional capacity both domestically and internationally. Unit revenue from passengers fell 1.5%, year over year. Airfares have dropped in recent months as airlines grew their schedules.
In addition to a surge in international trips, the carrier has said it has seen a sharp increase in demand for premium seats, like business class or premium economy. Main cabin revenue came in at $6.62 billion, up 12% on the year, while premium product sales rose 17% to $5.11 billion, Delta said.
“I know the lower-fare airlines are having some challenges but our premium product, especially domestically is doing very, very well,” Bastian said in the interview. He added that business travel is more than 80% recovered to 2019 levels.
However, Delta President Glen Hauenstein said Thursday on an earnings call that the Hollywood and autoworkers strikes have hurt demand from those sectors.
Delta has a more than 70% market share in Detroit and nearly 20% at Los Angeles International Airport, the most of any carrier.
Delta came under fire from customers last month when it announced it would make it harder to earn elite frequent flyer status and said it will scale back access to its popular airport lounges after travelers experienced long entry lines. Weeks later, Bastian said the carrier would make changes to those new policies, which he said might have gone “too far.”
Bastian declined to provide details but said changes could be announced in the “coming days.”
“Customers almost universally understand we had to do something given the significant demand for our premium assets,” he said.
United Airlines
and American Airlines
are scheduled to report third-quarter results next week."
Michael Wayland,UAW launches strike against Ford’s Kentucky truck plant as dispute escalates,"In this article
DETROIT — The United Auto Workers union launched an unexpected strike against Ford Motor
at the automaker’s highly profitable SUV and pickup truck plant in Kentucky.
The strike was effective at 6:30 p.m. ET Wednesday at Ford’s Kentucky Truck Plant, where the automaker produces Ford Super Duty pickups as well as the Ford Expedition and the Lincoln Navigator SUVs. The facility employs 8,700 UAW members.
The strike at the plant — Ford’s largest in terms of employment and revenue — marks a major escalation in the UAW’s targeted, or “stand-up,” strikes. It also represents a shift in strategy now in the fourth week of expanded strikes. For previous work strikes, UAW President Shawn Fain has publicly announced the targets before the work stoppages occur.
A Ford source said the union informed the company early Wednesday afternoon that it wanted a new economic counteroffer by 5 p.m. ET, followed by a meeting request for 5:30 p.m. ET with the UAW’s entire Ford bargaining committee, including Fain and union Vice President Chuck Browning.
The source, who agreed to speak on the condition of anonymity because the talks were private, said the meeting lasted less than 10 minutes before Fain declared that the company had “lost Kentucky Truck.”
“The strike was called after Ford refused to make further movement in bargaining,” the union said in a release. “The surprise move marks a new phase in the UAW’s Stand Up Strike.”
A UAW source with knowledge of the talks said Ford did not add any additional cash to its proposed deal, which provoked the strike escalation. The source added the union was expecting Ford to enhance its prior economic offer.
Ford said the “decision by the UAW to call a strike at Ford’s Kentucky Truck Plant is grossly irresponsible but unsurprising given the union leadership’s stated strategy of keeping the Detroit 3 wounded for months through ‘reputational damage’ and ‘industrial chaos.’” 
The latter part of the statement refers to leaked private messages last month in which UAW communications director Jonah Furman discussed the union’s public posturing of issues and targeted strikes as causing “recurring reputations damage and operational chaos” to the automakers.
The companies have argued the messages, as well as the union’s actions, show UAW negotiators were never actually interested in reaching a deal with the Detroit automakers.
“We have been crystal clear, and we have waited long enough, but Ford has not gotten the message,” Fain said in a statement Wednesday. “It’s time for a fair contract at Ford and the rest of the Big Three. If they can’t understand that after four weeks, the 8,700 workers shutting down this extremely profitable plant will help them understand it.”
Ford said the new strike puts at risk approximately a dozen additional operations at the automaker and “many more supplier operations that together employ well over 100,000 people.”
Ford said it had presented an “outstanding offer” and “has been bargaining in good faith this week on joint venture battery plants,” which have been a recent focus of the talks.
General Motors last week agreed to include workers at its electric vehicle battery plant in the company’s national contract with the union, which Fain called a “transformative win.”
Fain said the union expects Chrysler parent Stellantis and Ford to follow suit, including battery plant workers in eventual contract agreements.
The UAW has been gradually increasing the strikes since the work stoppages began after the sides failed to reach tentative agreements by Sept 14.
The additional workers brings UAW’s total to about 34,000 U.S. workers, or roughly 23% of UAW members covered by the expired contracts with the Detroit automakers, who are currently on strike.
Fain will give bargaining updates and potentially announce further strikes at 10 a.m. Friday online, the union said Wednesday night."
Annika Kim Constantino,"Walgreens stock rises as cost cuts make progress, even as profit outlook comes up short","In this article
Walgreens
on Thursday offered soft profit guidance and reported fiscal fourth-quarter earnings that fell short of expectations, as demand for Covid vaccines and tests sinks in the U.S. 
The retail pharmacy giant – squeezed by the transition out of the Covid pandemic, a leadership shake-up, its wobbly push into health-care and recent labor pressure from pharmacy staff – has now underperformed Wall Street’s adjusted earnings expectations for two straight quarters. The last time Walgreens posted a consecutive earnings miss was nearly a decade ago.
Still, Walgreens reported narrower losses and progress in its cost-cutting plans. It also posted sales growth in its health care business, which is now central to the company’s business strategy. Shares of Walgreens closed 7% higher on Thursday. The stock had been down more than 39% for the year heading into the open. 
The quarterly results came two days after Walgreens named health-care industry veteran Tim Wentworth as its new CEO following the abrupt departure of the company’s former top executive, Roz Brewer, last month. Wentworth, who will take over on Oct. 23, is tasked with steering the retail pharmacy giant out of a rough spot. 
“I have worked with Walgreens as a customer partner, competitor investor and family member, and I understand the challenges ahead for us,” Wentworth, the former CEO of Cigna
’s pharmacy benefits management company, said during the earnings call Thursday.
Wentworth also praised the company’s pharmacy staff, sharing a brief story about how an employee at a New York location helped fill his mother’s prescription for critical medications. However, he made no mention of the three-day walkouts that pharmacists and pharmacy technicians held this week to protest chronic understaffing and other poor working conditions.
The company said it expects adjusted earnings per share of $3.20 to $3.50 in the coming fiscal year, which is lower than analysts’ estimate of $3.72. Walgreens expects lower Covid-related sales, along with a higher tax rate and lower sale and leaseback contributions, to offset earnings growth. 
Walgreens also sees revenue for the year at $141 billion to $145 billion. Wall Street analysts estimated sales of more than $144 billion.
“We see a continuation of the challenging trends that impacted us in 2023,” interim CFO Manmohan Mahajan said during an earnings call Thursday, noting that the company is “adopting a prudent approach.”
Mahajan added that Walgreens expects to see a higher level of shrink, or lost inventory, in the upcoming fiscal year, which has been increasing for the company over the last several months and continues to represent a serious systemic issue across the retail industry.
But Interim CEO Ginger Graham noted during the call that the company expects over $1 billion in savings during the next fiscal year due to its ongoing cost-cutting initiative, which involves closing unprofitable stores and using AI to drive supply chain efficiencies, among other efforts.
Here’s what Walgreens reported compared with what Wall Street was expecting, based on a survey of analysts by LSEG, formerly known as Refinitiv:
The company reported a net loss of $180 million, or 21 cents per share, for the fiscal fourth quarter. That compares with a net loss of $415 million, or 48 cents per share, during the same period a year ago. Excluding certain items, adjusted earnings per share were 67 cents for the quarter. 
Mahajan said the loss was driven by charges for certain legal and regulatory approvals and settlements, and one-time charges related to Walgreens’ cost-cutting program.
Walgreens booked sales of $35.42 billion in the quarter, which is up roughly 9% from the same period a year ago due to growth in its U.S. retail pharmacy and international business segments. 
Sales in the company’s U.S. health-care division also grew. Walgreens noted in a release that it is “intently focused on accelerating” that segment’s profitability moving forward. 
Walgreens has made significant investments to transform from a major drugstore chain to a large health-care company.
But the pharmacy chain is facing a number of challenges in that transition, including a profit squeeze due to softer consumer spending and declining demand for Covid products as patients emerge from the pandemic. Walgreens is also facing an open revolt among pharmacists and pharmacy technicians demanding better working conditions.
Walgreens’ U.S. retail pharmacy segment generated $27.66 billion in sales in the fiscal fourth quarter, an increase of 3.7% from the same period last year. Comparable sales at individual locations rose 5.7%. 
Pharmacy sales for the quarter increased 6.4% compared with the fiscal fourth quarter of 2022, with comparable sales up more than 9% due to price inflation in brand medications and mix impacts.
Total prescriptions filled in the quarter, including immunizations, decreased by 0.5% to 297 million. Walgreens cited a weaker respiratory virus season this fall, which is blunting demand for medications and vaccines. 
The company administered roughly 400,000 Covid vaccines in the quarter, down from 2.9 million during the same period last year, according to Mahajan.
Retail sales for the quarter decreased 4.3% compared with the same period a year ago, and comparable retail sales fell 3.3%. 
Mahajan said retail revenue was impacted by a decline in demand for over-the-counter Covid tests, weaker cough, cold and flu sales and softer consumer spending. He added that elevated shrink negatively affected sales for health and wellness and personal care and beauty products.
Meanwhile, the company’s international segment racked up $5.78 billion in sales in the fiscal fourth quarter, which is up more than 12% from the same period a year ago. 
Mahajan said that reflects growth across all international markets, with sales from the company’s U.K. subsidiary, Boots, growing nearly 11%.
Sales in Walgreens’ U.S. health-care segment came in at $1.97 billion, up from $622 million for the same period last year. Its operating loss narrowed to $294 million from $338 million.
Primary-care provider VillageMD, which includes urgent-care provider Summit Health, saw revenue grow by 17%. Walgreens said that reflects “existing clinic growth and clinic footprint expansion” of VillageMD, which has a network of hundreds of full-service doctors offices across the U.S. 
Sales at CareCentrix, which coordinates home care for patients after they’re discharged from the hospital, increased 24% due to additional service offerings and expansion into additional markets. 
The health-care segment took a loss of $30 million in the quarter before interest, tax, depreciation and amortization, compared to a loss of $133 million during the same period a year ago.
Walgreens said that “improvement” was driven by growth at CareCentrix and Shields Health Solutions, a specialty pharmacy company included in the health care segment. 
But John Driscoll, president of the U.S. health-care business, said that the company is “not satisfied with the near-term return on our investments” in the segment.
“We will continue to grow in 2024 but with a renewed focus on more profitable growth,” he said during the earnings call.
– CNBC’s Robert Hum contributed to this article.
Correction: Walgreens’ total prescriptions filled in the quarter, including immunizations, decreased by 0.5% to 297 million. An earlier version misstated a figure."
Amelia Lucas,Chipotle plans ‘modest’ menu price increases after pausing hikes this year,"In this article
Chipotle Mexican Grill
is planning to raise prices again.
“For the first time in over a year, we will be taking a modest price increase to offset inflation,” Chipotle Chief Corporate Affairs Officer Laurie Schalow said in a statement to CNBC.
The company did not share how much menu prices will rise as a result of the decision.
After peaking last June, inflation has cooled. Prices for many goods and services are still rising but at a slower rate. The 12-month consumer price index rose 3.7% in August after climbing 8.3% a year earlier, according to the U.S. Bureau of Labor Statistics.
The burrito chain started hiking its menu prices in June 2021, citing the cost of rising wages for its employees. It raised its prices again during the first three months of 2022 and then again in July of that year.
But Chipotle paused its price hikes as some customers pulled back on restaurant spending and ingredient costs stabilized. In April, CEO Brian Niccol said the chain had demonstrated its pricing power but would hold off on raising prices any more. At that time, its prices were up roughly 10% compared to the year-ago period.
Three months later, Niccol said Chipotle would reconsider its pricing as the company’s fourth quarter drew closer.
Chipotle’s stock has risen 30% this year, giving it a market value of $50.1 billion. The company is expected to report its third-quarter earnings Oct. 26.
Insider first reported that Chipotle’s prices are going up again."
Gabrielle Fonrouge,Birkenstock slides 12% in stock market debut after opening at $41 a share,"In this article
Shares of Birkenstock
slid more than 12% in their debut on the New York Stock Exchange on Wednesday.
The German shoe brand’s stock closed at $40.20 per share, down from its opening trade of $41 per share, giving it a market value of $7.55 billion. The stock’s opening price came in lower than its initial price of $46 set Tuesday, which was just shy of the midpoint of its expected range of $44 to $49 per share.
Birkenstock sold 10.75 million ordinary shares in the offering, raising about $495 million and initially valuing the company at about $8.64 billion. Birkenstock had originally sought a valuation of up to $9.2 billion.
The company’s market debut comes nearly 250 years after it was founded by German cobbler Johann Adam Birkenstock. It remained under family control until 2021 when private equity powerhouse L Catterton acquired a majority stake in a deal that valued the business at $4.85 billion. 
In an interview on CNBC’s “Squawk on the Street,” Birkenstock CEO Oliver Reichert explained why the company decided to go public.
“The best thing for the brand would be staying family owned, but within the family there were so many problems, so we go for the second best option and that’s to be public and give the brand back to the people,” said Reichert.
Since L Catterton acquired its stake, sales have grown and Birkenstock’s valuation has nearly doubled. Between fiscal 2020 and 2022, sales jumped from 728 million euros ($771 million) to 1.24 billion euros. Over that time, the company grew direct-to-consumer sales, strategically exited certain wholesale partnerships and focused on driving sales of items with higher price points.
It posted net income of about 187 million euros in fiscal 2022 and saw margins of about 60%. Birkenstock has room to grow those margins if it expands its direct-to-consumer sales, which have grown from 18% of sales in fiscal 2018 to 38% in fiscal 2022, it said in a securities filing.
The offering comes as the IPO market gradually begins to defrost after more than a year of stagnation. But it has remained choppy and uncertain. Multiple recent IPO filers did well in their first couple of days of trading, but those stocks have since fallen.
Instacart priced its long-awaited IPO at $30 per share last month. But after an initial 40% pop, it closed at $33.70 on its first day on the Nasdaq and is now trading below its opening share price. Oddity Tech
, another L Catterton-backed consumer company, debuted on the public markets in July with a 35% pop and saw its stock close at $47.53 after the first day of trading. Soon after, it reached a high of $56 per share but since then, Oddity’s stock has fallen and is now trading below its initial offering price of $35.
A similar trend has followed Johnson & Johnson spinoff Kenvue.
The footwear and apparel sectors have been under pressure this year as consumers shift their spending from goods to services. But Birkenstock’s growth, sustained profitability and cultural relevance after its recent cameo in the “Barbie” movie have sparked interest from investors.
“Birkenstock is a long-standing brand but it fits into the trend of embracing casual comfort in the workplace after COVID. It continues to grow even in the face of a declining global footwear market, as consumers allocate their disposable income to other interests, such as travel,” Alex Smith, global sector lead at research firm Third Bridge, said in an emailed note.
“The current growth is being driven by a younger, new consumer base and its rising popularity among celebrities – even Barbie has been spotted wearing Arizona sandals.”
Despite its long history, Smith noted Birkenstock still has room to grow. Its customer base is still primarily female customers because of its sizing options and manufacturing capabilities, and it could expand sales outside of the U.S. and Europe."
Hugh Son,Goldman Sachs warns of hit to third-quarter earnings on deal to offload GreenSky,"In this article
Goldman Sachs
said Wednesday that it agreed to sell its fintech lending platform GreenSky to a group of investors led by private equity firm Sixth Street.
The deal, which includes a book of loans created by Goldman, will result in a 19 cents per share reduction to third-quarter earnings, Goldman said in the statement. The New York-based bank is scheduled to disclose results Tuesday.
The move is the latest step CEO David Solomon has taken to retrench from his ill-fated push into retail banking. Under Solomon’s direction, Goldman acquired GreenSky last year for $1.7 billion, overruling deputies who felt the home improvement lender was a poor fit. Months later, Solomon decided to seek bids for the business amid his broader move away from consumer finance. Goldman also sold a wealth management business and was reportedly in talks to offload its Apple Card operations.
“This transaction demonstrates our continued progress in narrowing the focus of our consumer business,” Solomon said in the release.
The bank is now focused on its core strengths in investment banking and trading and its push to grow asset and wealth management fees, he added.
Goldman will continue to operate GreenSky until the sale closes in the first quarter of 2024, the bank said.
The expected hit to third-quarter earnings includes expenses tied to a write down of GreenSky intangibles, as well as marks on the loan portfolio and higher taxes, offset by the release of loan reserves tied to the transaction, Goldman said.
It follows a $504 million second-quarter impairment on GreenSky disclosed in July.
The Sixth Street group includes funds managed by KKR, Bayview Asset Management and CardWorks, according to the release.
Private equity groups have played key roles in several of the banking industry’s asset divestitures since the start of the year, providing funding for the PacWest merger with Banc of California, for example.
Read more: Goldman Sachs faces big write down on CEO David Solomon’s ill-fated GreenSky deal"
Hugh Son,These regional banks are at risk of being booted from the S&P 500,"In this article
The stock sell-off
that hit regional banks this year has exposed lenders including Zions
and Comerica
to the risk of being delisted from the Standard & Poor’s 500 index.
The banks, each with market capitalizations of around $5 billion, were the fourth- and sixth-smallest members of the 500 company listing as of this week, according to FactSet.
That leaves the companies in a similar position to Lincoln National,
which got shunted from the S&P 500 last month and placed into a small-cap index. Blackstone,
the world’s largest alternative asset manager, took Lincoln National’s spot.
This year’s regional banking crisis has already caused changes in the composition of the S&P 500, the most popular broad measure of large American companies in the investing world. Silicon Valley Bank and First Republic were removed from the benchmark after deposit runs led to their government seizure. More changes may be coming, especially if the industry faces a protracted slump, according to analysts.
“It’s absolutely a risk,” Chris Marinac, research director at Janney Montgomery Scott, said in an interview. “If the market were to further change the valuation of these companies, especially if we have higher rates, I wouldn’t rule it out.”
Banks begin disclosing third-quarter results Friday, led by JPMorgan Chase
. Investors are keen to hear how rising interest rates affected bond holdings and deposits in the period.
Companies that no longer qualify as large-cap stocks are at heightened risk of demotion from the S&P 500. There were seven members valued at $6 billion or less at the end of August. Two of them were removed the following month: insurer Lincoln National and consumer firm Newell Brands
.
Those that join the benchmark often celebrate the milestone. The popularity of mutual funds and ETFs based on the index means that new members typically see an immediate boost to their stock price. Those that get demoted can suffer declines as fewer money managers need to own shares in the companies.
To be considered for inclusion in the S&P 500, companies need to have a market capitalization of at least $14.5 billion and meet profitability and trading standards.
Members that violate “one or more of the eligibility criteria for the S&P Composite 1500 may be deleted from the respective component index at the Index Committee’s discretion,” according to S&P Dow Jones Indices’ methodology.
Still, that doesn’t mean Zions or Comerica are on the cusp of a delisting. The committee that decides the composition of the S&P 500 looks to minimize churn and accurately represent reference sectors, making changes only when “ongoing conditions warrant an index change,” according to S&P.
For instance, after the onset of the Covid pandemic in March 2020, many retail S&P 500 companies temporarily violated the profitability rule, but that didn’t result in widespread demotions, according to a person who has studied the S&P 500 index.
S&P Dow Jones Indices declined to comment for this article, as did Comerica. Zion’s didn’t immediately return a message seeking comment.
Besides Zions and Comerica, KeyCorp
and Citizens Financial
are the only other S&P 500 banks with market caps below the threshold for inclusion in the index, according to an Aug. 31 Piper Sandler note. KeyCorp and Citizens, however, each have market caps of greater than $10 billion, making them less likely to be impacted than smaller banks.
After Blackstone became the first major alternative asset manager to join the S&P 500 last month, analysts said that peers including KKR
and Apollo Global
may be next, and they would likely replace other financial names. KKR and Apollo each have market capitalizations of greater than $50 billion.
“Perhaps more demotions of low-market cap financials are to come,” Wells Fargo analyst Finian O’Shea said in a Sept. 5 research note.
– CNBC’s Gabriel Cortes contributed to this article."
Laya Neelakandan,Disney World and Disneyland raise prices for passes and tickets,"In this article
It’s about to get a bit more expensive to experience the magic of Walt Disney World and Disneyland.
The parks are increasing a wide variety of prices for passes, effective immediately, including parking and annual passes.
The parks’ most basic tickets, date-based day passes, will remain unchanged and vary based on the busyness of the date. At Disneyland, that least expensive option will run you $104 — consistent since before the pandemic — and at Disney World it’ll cost $109.
At Disney World in Orlando, annual price passes jumped by nearly 10%, with the most expensive Incredi-Pass now selling for $1,449.
Parking at the theme park will also rise by $5 to $30 total, but it’s free for hotel guests. And beginning Jan. 9, “Park Hopper” tickets will return, allowing vacationers to travel between parks at any time of day.
At Disneyland in Anaheim, the highest daily pass increased to $194, a nearly 9% increase from earlier prices. The cost of the Magic Key pass and Genie+ add-ons also jumped.
Parking at the California park will also see higher pricing.
“We are constantly adding new, innovative attractions and entertainment to our parks and, with our broad array of pricing options, the value of a theme park visit is reflected in the unique experiences that only Disney can offer,” a Disney spokesperson said in a statement.
The price hikes come a week after Disney announced promotions for child tickets as low as $50 as theme parks report a slowdown in attendance.
Disney recently said it plans to nearly double its investment in its park division as it emerges from shutdowns that devastated the industry during the pandemic.
“As Disney considers future growth opportunities, there is a deep well of stories that have yet to be fully explored in its theme parks,” the company said in a September presentation.
Clarification: This story was updated to specify how the price increases affect admission at each park."
